zi_baseinstrument_dev30577_sigouts0_amplitudes1_value,count,Theta,X
0.001,37.037037037037,-4.80837721209029,5.8635340480621e-06
0.001,38.038038038038,-0.473334949810362,7.75263589409368e-06
0.001,39.039039039039,-3.91570686661142,7.0750501161359e-06
0.001,40.04004004004,-1.79183361484477,7.7065359954258e-06
0.001,41.041041041041,1.08759693441161,7.44612226045096e-06
0.001,42.042042042042,-6.13076239851258,7.03451438210963e-06
0.001,43.043043043043,-7.22666017485909,6.56817111460441e-06
0.001,44.044044044044,-0.710438734637963,7.3133659387923e-06
0.001,45.0450450450451,8.50724953377558,7.92639684731612e-06
0.001,46.0460460460461,-2.64199865664394,7.28167923627485e-06
0.001,47.0470470470471,-4.89875190629816,6.45171820292943e-06
0.001,48.0480480480481,-1.70020934471465,7.18254387820551e-06
0.001,49.0490490490491,5.75598300433401,7.55210772761097e-06
0.001,50.0500500500501,-1.74925174653528,6.42855634424457e-06
0.001,51.0510510510511,-3.77012591571659,6.83217810584645e-06
0.001,52.0520520520521,1.4875336094876,7.65848339457548e-06
0.001,53.0530530530531,2.16605554539946,7.64786636563815e-06
0.001,54.0540540540541,2.10729384228722,6.85103085254207e-06
0.001,55.0550550550551,-3.4232974351893,7.36182647580188e-06
0.001,56.0560560560561,-9.02043851178323,7.05181314222679e-06
0.001,57.0570570570571,-6.24466917229783,7.05600044891883e-06
0.001,58.0580580580581,0.429607868582318,7.39942490503846e-06
0.001,59.0590590590591,0.571425009487254,7.40169539336512e-06
0.001,60.0600600600601,-3.64152070075023,7.09437258258416e-06
0.001,61.0610610610611,2.42631026570752,7.73794672731089e-06
0.001,62.0620620620621,-3.20356590475497,7.06781198023784e-06
0.001,63.0630630630631,-2.12293564984821,7.35823098780792e-06
0.001,64.0640640640641,1.90987172758095,7.2366454569705e-06
0.001,65.0650650650651,1.6950683727145,7.50693205746861e-06
0.001,66.0660660660661,-9.00627991963358,7.10291428182673e-06
0.001,67.0670670670671,0.467784851841521,7.61589934649414e-06
0.001,68.0680680680681,-0.777897121445795,7.65626106456304e-06
0.001,69.0690690690691,-8.35634094589173,6.84200480986365e-06
0.001,70.0700700700701,4.48865926097879,7.64395450101161e-06
0.001,71.0710710710711,-2.62310169578903,7.43413970838681e-06
0.001,72.0720720720721,-5.45097282933704,6.98608426705952e-06
0.001,73.0730730730731,-0.470599512441287,8.17706263473641e-06
0.001,74.0740740740741,2.3884389813523,7.36323722076036e-06
0.001,75.0750750750751,-0.399719373327295,7.575250851537e-06
0.001,76.0760760760761,-6.88345553191369,7.39053951987536e-06
0.001,77.0770770770771,0.971033976236547,7.30638386417474e-06
0.001,78.0780780780781,1.42632402937438,7.21569964422537e-06
0.001,79.0790790790791,-3.35416838979912,6.33212748343456e-06
0.001,80.0800800800801,1.13348533969693,7.68530745813839e-06
0.001,81.0810810810811,-0.527397028446949,7.95642126577776e-06
0.001,82.0820820820821,-4.53071786331565,6.66795848926461e-06
0.001,83.0830830830831,-5.06678095289493,6.72630023140798e-06
0.001,84.0840840840841,0.0417061584539486,6.64076519238277e-06
0.001,85.0850850850851,-1.63783251756775,7.60315653909143e-06
0.001,86.0860860860861,0.928269108701423,7.70999117828234e-06
0.001,87.0870870870871,-6.19975018894792,6.89096384415509e-06
0.001,88.0880880880881,-6.61433684212917,7.05568571671648e-06
0.001,89.0890890890891,-6.72068071271629,7.40787034638224e-06
0.001,90.0900900900901,4.09198743820413,7.56253505977397e-06
0.001,91.0910910910911,1.06378804508995,7.1343224883368e-06
0.001,92.0920920920921,-3.02703633608903,7.04476311740245e-06
0.001,93.0930930930931,3.59116830266223,7.29190876697163e-06
0.001,94.0940940940941,-5.64647083241171,5.98887551630136e-06
0.001,95.0950950950951,2.28948939039147,7.69544108331429e-06
0.001,96.0960960960961,-0.327124127970257,7.53530317751111e-06
0.001,97.0970970970971,-3.48288865320302,7.59692884684727e-06
0.001,98.0980980980981,2.63146405519536,7.70325242061091e-06
